teacher_code,nom,prenom,sexe,date_naissance,telephone,email,specialite,grade,date_embauche,statut
TEACH-00195,Lecomte,Olivier,M,1969-06-27,0329680032,duvalnath@example.org,Python,Assistant,2014-07-14,Vacataire
TEACH-00196,Philippe,Anaïs,F,1988-07-11,0556324072,dorothee99@example.net,Python,Professeur,2016-01-24,Permanent
TEACH-00197,Marchand,Éléonore,M,1991-05-08,+33 (0)2 99 34 04 46,bphilippe@example.com,IA,Maître Assistant,2019-12-22,Vacataire
TEACH-00198,Marty,Éric,F,1993-07-27,+33 6 22 12 02 95,lbodin@example.net,Python,Professeur,2014-01-03,Permanent
TEACH-00199,Martinez,Lucie,M,1988-04-20,+33 4 27 53 34 36,vtorres@example.org,IA,Vacataire,2023-10-30,Vacataire
TEACH-00200,Leleu,Gilbert,F,1962-10-27,0169390463,fmasse@example.com,Python,Maître Assistant,2013-01-31,Permanent
TEACH-00201,Dias,Gabriel,M,1997-09-13,+33 (0)4 57 24 77 63,lebonsusan@example.org,Data Science,Assistant,2023-07-28,Permanent
TEACH-00202,Vidal,Amélie,F,1975-12-20,+33 (0)3 90 08 74 18,mauricelefebvre@example.net,Base de données,Assistant,2021-06-07,Vacataire
TEACH-00203,Rivière,Nathalie,M,1973-01-30,77-123-45-67,,Intelligence Artificielle,Professeur Senior,2010-05-08,Vacataire
TEACH-00204,Bousquet,Maurice,M,1984-06-23,0565346081,simoneparent@example.org,IA,Professeur,2015-12-24,Vacataire
TEACH-00205,Dumont,Catherine,F,1983-05-30,0517945838,lacroixdiane@example.org,Python,Professeur,2016-02-11,Vacataire
TEACH-00206,Verdier,Tristan,F,1972-04-01,+33 5 64 63 04 38,henri33@example.com,Cybersécurité,Professeur,2015-05-24,Permanent
TEACH-00207,Masson,Adèle,F,1983-03-12,77-123-45-67,,Intelligence Artificielle,Maître Assistant,2025-06-11,Vacataire
TEACH-00208,Dubois,Denis,F,1979-11-07,+33 (0)4 32 16 16 16,rbigot@example.org,Intelligence Artificielle,Professeur,2014-09-24,Vacataire
TEACH-00209,Leroy,Maggie,M,1967-08-18,+221771234567,,Data Science,Professeur,2019-02-07,Permanent
TEACH-00210,Peron,Alphonse,M,1962-11-07,77-123-45-67,,IA,Prof,2013-06-20,Permanent
TEACH-00211,Fabre,Gabrielle,M,1972-03-07,04 11 27 37 22,marcellevidal@example.org,IA,Professeur,2014-05-26,Vacataire
TEACH-00212,Hernandez,Émile,M,1973-10-04,+33 3 79 85 20 61,jeanclement@example.org,Cybersécurité,Assistant,2014-12-05,Vacataire
TEACH-00213,Bailly,Maggie,F,1981-09-14,+33 4 63 23 86 02,carremargaux@example.org,Data Science,Vacataire,2023-08-27,Permanent
TEACH-00214,Humbert,Jules,M,1961-11-26,+33 5 31 81 58 51,fguillot@example.com,Cloud,Vacataire,2008-09-07,Vacataire
TEACH-00215,Navarro,Henri,F,2000-12-23,0565842828,thierry36@example.org,Python,Maître Assistant,2008-10-12,Vacataire
TEACH-00216,Leconte,Marcelle,M,1983-08-06,+33 2 90 92 53 71,qgeorges@example.net,Intelligence Artificielle,Maître Assistant,2015-04-28,Vacataire
TEACH-00217,Baron,Gabriel,F,1978-03-13,02 19 37 72 88,nicole57@example.net,IA,Maître Assistant,2022-09-27,Vacataire
TEACH-00218,Bousquet,Édouard,M,1967-06-17,02 43 21 79 70,qguilbert@example.net,Intelligence Artificielle,Professeur,2017-04-04,Vacataire
TEACH-00219,Picard,Geneviève,M,1991-02-07,0567499412,anastasie91@example.com,Intelligence Artificielle,Assistant,2018-04-30,Permanent
TEACH-00220,Hervé,Lucas,M,1965-07-19,01 55 36 65 63,slemoine@example.com,Cloud,Maître Assistant,2017-09-10,Permanent
TEACH-00221,Baron,Margot,F,1976-07-01,+33 (0)6 89 65 24 49,marquesmichelle@example.net,Base de données,Professeur,2022-01-06,Vacataire
TEACH-00222,Marion,Margot,M,1992-08-01,+33 5 18 49 61 52,blanchetyves@example.org,Python,Professeur,2018-07-06,Vacataire
TEACH-00223,Lefebvre,Raymond,M,1995-12-04,+33 6 71 41 62 43,galletsusanne@example.org,Cloud,Assistant,2007-12-27,Vacataire
TEACH-00224,Mace,Alexandria,F,1986-07-10,+33 2 72 19 21 18,pineaucapucine@example.com,Data Science,Assistant,2008-07-18,Vacataire
TEACH-00225,Blanchard,Anouk,M,1998-11-29,+33 2 61 29 44 94,roger04@example.com,Base de données,Assistant,2021-04-07,Vacataire
TEACH-00226,Bailly,Marcelle,F,1995-10-05,0484931274,veroniqueblot@example.com,Data Science,Vacataire,2009-04-10,Vacataire
TEACH-00227,Muller,Laure,M,1971-02-10,0477806500,qantoine@example.net,Intelligence Artificielle,Assistant,2017-10-20,Permanent
TEACH-00228,Loiseau,Claire,F,1989-07-03,+33 1 30 30 39 02,delannoymargaux@example.net,Intelligence Artificielle,Vacataire,2008-04-14,Vacataire
TEACH-00229,Buisson,Gilbert,M,1973-09-14,0357248461,didiergerard@example.com,Base de données,Maître Assistant,2015-06-12,Vacataire
TEACH-00230,Garnier,Henri,M,1972-02-11,+33 (0)7 63 64 01 00,rivierenathalie@example.org,Cybersécurité,Maître Assistant,2020-12-02,Permanent
TEACH-00231,Parent,Christiane,F,1971-01-11,07 99 46 14 42,sabinetoussaint@example.com,Cybersécurité,Maître Assistant,2011-10-25,Permanent
TEACH-00232,Carpentier,Lucas,M,1996-10-04,+33 3 23 82 92 49,jeanbigot@example.net,Cloud,Assistant,2019-01-05,Vacataire
TEACH-00233,Lombard,Susanne,F,1970-01-08,+33 5 46 07 04 38,zmendes@example.net,Cloud,Assistant,2011-11-12,Permanent
TEACH-00234,Diallo,Juliette,F,1997-10-08,+33 5 46 68 76 72,gabriel23@example.net,Intelligence Artificielle,Maître Assistant,2016-11-11,Vacataire
TEACH-00235,Rivière,Nicole,M,1972-08-10,+33 3 39 30 01 85,vincentchristine@example.net,Python,Professeur,2013-02-05,Vacataire
TEACH-00236,Boutin,Bertrand,M,1969-01-11,03 54 81 93 45,lecomteclaudine@example.com,Base de données,Professeur,2024-06-21,Vacataire
TEACH-00237,Aubert,Simone,F,1974-01-30,+33 3 29 02 48 32,ollivierbernard@example.org,Intelligence Artificielle,Vacataire,2018-04-11,Permanent
TEACH-00238,Moreno,Luce,M,1977-12-14,0272718389,rblin@example.org,Intelligence Artificielle,Vacataire,2019-03-01,Permanent
TEACH-00239,Payet,William,F,1966-03-29,+33 2 57 66 72 87,sophiemary@example.net,Cybersécurité,Assistant,2017-07-20,Permanent
TEACH-00240,Camus,Brigitte,F,1983-10-03,0290681633,chantal24@example.net,Data Science,Assistant,2025-01-25,Permanent
TEACH-00241,Lebon,Nathalie,F,1969-04-06,+33 (0)5 18 25 38 65,christianemasse@example.org,Cloud,Maître Assistant,2017-12-13,Permanent
TEACH-00242,Da Costa,Christine,M,1994-07-31,+33 3 62 11 50 24,caronjeanne@example.org,Cloud,Professeur,2015-06-17,Permanent
TEACH-00243,Descamps,Stéphanie,F,1976-03-03,0253063907,nlejeune@example.org,Cloud,Vacataire,2013-09-06,Vacataire
TEACH-00244,Paul,Luc,M,1991-12-02,+33 3 59 33 25 64,berthelothenri@example.org,Python,Professeur,2022-04-24,Vacataire
TEACH-00245,Pasquier,Vincent,M,1961-09-01,771234567,,Intelligence Artificielle,Professeur Senior,2012-04-20,Permanent
TEACH-00246,Ribeiro,Olivie,F,1999-12-19,+33 (0)2 78 86 24 19,celine26@example.com,Intelligence Artificielle,Assistant,2008-12-22,Vacataire
TEACH-00247,Michaud,Denise,M,1969-06-30,0245956281,augustin09@example.com,IA,Assistant,2013-03-01,Permanent
TEACH-00248,Bodin,Édouard,M,1979-02-10,+33 1 46 53 93 61,nathlopez@example.org,IA,Assistant,2021-10-21,Vacataire
TEACH-00249,Prévost,Camille,M,1991-05-20,+221771234567,,Data Science,Assistant?,2007-03-10,Vacataire
TEACH-00250,Loiseau,Paul,F,1990-04-23,+33 (0)3 45 23 25 96,levequeamelie@example.org,Base de données,Vacataire,2009-01-14,Permanent
TEACH-00251,Dupont,Denise,M,1997-05-04,+33 3 63 14 87 72,xsanchez@example.net,Cloud,Maître Assistant,2016-10-23,Vacataire
TEACH-00252,Lemoine,Alex,F,1983-11-04,0299159061,chretiencharlotte@example.org,Base de données,Professeur,2014-04-06,Permanent
TEACH-00253,Traore,Charlotte,M,1994-11-04,06 44 05 55 98,bernadettefernandez@example.org,Intelligence Artificielle,Vacataire,2020-07-16,Permanent
TEACH-00254,Klein,Adrien,F,1970-08-04,0546518361,jacques81@example.com,Base de données,Maître Assistant,2012-10-19,Permanent
TEACH-00255,Godard,Patrick,M,2000-07-23,+33 4 30 04 51 18,matthieutanguy@example.net,Cloud,Vacataire,2012-09-20,Vacataire
TEACH-00256,Chauvin,Amélie,M,1979-03-06,0229901257,nhoareau@example.org,Data Science,Professeur,2015-07-31,Permanent
TEACH-00257,Besson,Laure,F,1997-10-27,0561736051,philipperibeiro@example.org,Cloud,Assistant,2008-01-31,Permanent
TEACH-00258,Arnaud,Aimée,M,1964-05-01,04 34 97 73 04,henri78@example.net,Data Science,Assistant,2022-04-05,Vacataire
TEACH-00259,Paris,Alfred,F,1988-02-07,+33 (0)2 19 94 26 29,asalmon@example.net,Cybersécurité,Maître Assistant,2008-06-19,Permanent
TEACH-00260,Aubert,Lucas,F,1994-10-01,+33 3 81 18 77 17,herveaimee@example.org,Intelligence Artificielle,Vacataire,2023-11-03,Permanent
TEACH-00261,Leconte,Stéphane,M,1992-10-12,+33 3 76 31 12 37,sylvielefebvre@example.com,Data Science,Maître Assistant,2008-04-24,Permanent
TEACH-00262,Pasquier,Élodie,F,1979-02-27,+33 (0)1 78 46 77 32,bgilbert@example.net,Python,Assistant,2011-11-21,Permanent
TEACH-00263,Merle,Odette,M,1992-10-10,+33 (0)3 60 49 78 59,helene99@example.org,Cloud,Vacataire,2006-12-31,Vacataire
TEACH-00264,Buisson,Aimée,M,1961-01-11,+33 4 93 65 02 76,merciermanon@example.net,Python,Maître Assistant,2015-02-05,Vacataire
TEACH-00265,Petitjean,Andrée,F,1986-02-22,+33 4 65 72 15 22,marc70@example.com,Cybersécurité,Vacataire,2017-01-10,Permanent
TEACH-00266,Bruneau,Vincent,M,1972-06-30,+33 3 80 16 75 87,fdelmas@example.net,Base de données,Maître Assistant,2023-10-10,Permanent
TEACH-00267,Gaudin,Colette,M,1990-02-25,01 39 32 19 83,wdufour@example.com,Intelligence Artificielle,Professeur,2016-07-08,Permanent
TEACH-00268,Marques,Théodore,F,1971-04-07,+33 4 78 04 83 44,maggie21@example.org,Base de données,Assistant,2010-04-16,Vacataire
TEACH-00269,Dubois,Marcel,M,2000-09-27,01 70 64 88 26,marianne84@example.net,Python,Professeur,2014-11-16,Vacataire
TEACH-00270,Camus,Éléonore,F,1986-08-23,0173751085,brossi@example.net,Python,Professeur,2014-11-20,Vacataire
TEACH-00271,Blanchet,Pauline,M,1990-09-27,+33 (0)3 86 31 23 81,rgeorges@example.com,IA,Maître Assistant,2007-04-18,Vacataire
TEACH-00272,Pichon,Lucy,F,1979-10-28,0638062472,carliergerard@example.net,Python,Maître Assistant,2012-09-03,Permanent
TEACH-00273,Bouvet,Richard,F,1971-08-31,+33 (0)4 23 02 19 31,michelleantoine@example.net,Python,Assistant,2017-04-19,Permanent
TEACH-00274,Gomes,Denis,M,1974-09-06,03 63 11 01 08,agatheletellier@example.net,Data Science,Assistant,2024-07-05,Permanent
TEACH-00275,Boulay,Élodie,M,1985-08-02,+33 3 29 80 34 99,susannechauvin@example.com,Cloud,Assistant,2008-12-17,Vacataire
TEACH-00276,Chartier,Franck,F,1993-04-12,+33 (0)2 47 62 91 96,picardvalerie@example.org,Data Science,Maître Assistant,2010-08-28,Permanent
TEACH-00277,Dijoux,Éric,F,1993-03-10,+33 (0)7 30 11 51 08,ledouxrichard@example.com,Intelligence Artificielle,Vacataire,2013-04-01,Vacataire
TEACH-00278,Pascal,Audrey,M,1965-03-26,0360027005,adelemenard@example.net,Base de données,Maître Assistant,2024-03-18,Permanent
TEACH-00279,Grondin,Élise,M,1985-08-25,0470668111,xmaillet@example.com,Cybersécurité,Vacataire,2011-10-24,Vacataire
TEACH-00280,Huet,Honoré,F,1984-02-26,03 55 03 03 78,qlebon@example.net,Python,Assistant,2023-01-05,Vacataire
TEACH-00281,Marchand,Capucine,F,1962-07-15,+33 (0)5 46 77 48 84,vduval@example.net,Cybersécurité,Vacataire,2012-04-20,Vacataire
TEACH-00282,Marty,Daniel,F,1973-04-30,0278338551,brunadrienne@example.org,Intelligence Artificielle,Vacataire,2020-03-18,Permanent
TEACH-00283,Wagner,Émile,F,1980-10-21,+33 3 60 49 60 29,igomes@example.com,Base de données,Assistant,2021-11-13,Permanent
TEACH-00284,Tessier,Paul,F,1963-08-10,+33 (0)7 49 82 06 07,samsonanais@example.net,Cloud,Assistant,2019-09-07,Permanent
TEACH-00285,Boyer,Sylvie,F,1988-08-07,04 88 06 55 72,triviere@example.org,Python,Vacataire,2015-02-21,Permanent
TEACH-00286,Breton,Sébastien,F,1990-01-08,+33 (0)2 55 55 18 49,tgilles@example.com,IA,Maître Assistant,2024-08-21,Permanent
TEACH-00287,Mary,Agnès,M,1995-06-02,+33 (0)6 87 21 37 50,ipichon@example.net,IA,Maître Assistant,2014-11-23,Vacataire
TEACH-00288,Traore,Suzanne,M,1996-12-15,+33 4 70 32 59 57,bperrier@example.org,IA,Maître Assistant,2010-09-14,Permanent
TEACH-00289,Munoz,Alexandria,M,1972-04-05,0221067311,isaacvoisin@example.org,IA,Maître Assistant,2020-09-28,Vacataire
TEACH-00290,Bonnet,Denise,M,1988-05-26,+33 6 64 72 64 13,avallet@example.org,IA,Vacataire,2011-03-21,Vacataire
TEACH-00291,Traore,Guillaume,F,1986-07-13,+33 3 60 49 67 73,benoitbarbier@example.org,Cloud,Assistant,2016-07-21,Permanent
TEACH-00292,Philippe,Bertrand,F,1980-08-01,0320551758,yhenry@example.net,Cybersécurité,Vacataire,2020-09-03,Vacataire
TEACH-00293,Julien,Guy,F,1974-04-27,771234567,,Data Science,Assistant?,2013-11-20,Permanent
TEACH-00294,Coste,Gilbert,F,1973-01-05,0423718845,lopesalain@example.org,Data Science,Maître Assistant,2015-05-25,Vacataire
TEACH-00295,Rodriguez,Margot,F,1961-12-26,+33 (0)1 60 84 31 45,gerard41@example.net,Base de données,Maître Assistant,2015-03-17,Vacataire
TEACH-00296,Marchand,Aurélie,M,1980-12-28,05 94 43 57 78,rthibault@example.net,IA,Professeur,2011-02-28,Permanent
TEACH-00297,Guillou,Chantal,M,1999-06-01,+33 5 31 84 52 93,jacquesdiane@example.org,Cybersécurité,Maître Assistant,2008-04-04,Permanent
TEACH-00298,Jacob,Joseph,F,1973-05-19,04 80 07 44 48,nguibert@example.com,Python,Maître Assistant,2008-11-07,Permanent
TEACH-00299,Michaud,Benjamin,F,1985-10-21,+33 (0)3 66 31 76 49,cordieramelie@example.com,Intelligence Artificielle,Vacataire,2012-10-22,Permanent
TEACH-00300,Prévost,Jean,M,1990-01-20,+33 (0)4 20 74 09 39,fouquethugues@example.com,Intelligence Artificielle,Professeur,2008-02-18,Vacataire
TEACH-00301,Jacquot,Jules,F,1990-06-16,0554209182,zgautier@example.org,Python,Maître Assistant,2016-07-12,Permanent
TEACH-00302,Pelletier,Margaret,F,1969-07-16,+33 2 52 16 45 52,marquesvalentine@example.com,Intelligence Artificielle,Vacataire,2017-09-19,Permanent
TEACH-00303,Baron,Andrée,M,1981-11-10,02 48 11 39 29,craymond@example.com,Intelligence Artificielle,Assistant,2020-06-07,Vacataire
TEACH-00304,Noël,Inès,M,1970-11-06,771234567,,Intelligence Artificielle,Assistant?,2014-01-06,Vacataire
TEACH-00305,Gomez,Victor,M,1964-08-01,+33 4 72 56 00 67,augustin06@example.net,Python,Maître Assistant,2011-01-09,Permanent
TEACH-00306,Neveu,Mathilde,F,1974-09-20,+33 3 55 93 31 45,sylvie28@example.net,Base de données,Maître Assistant,2021-03-28,Permanent
TEACH-00307,Launay,Patricia,M,1971-04-03,0449352150,charlesnavarro@example.net,Data Science,Maître Assistant,2025-04-29,Permanent
TEACH-00308,Brunet,Luce,F,1991-11-17,0170853689,qroyer@example.com,Cybersécurité,Professeur,2009-12-08,Permanent
TEACH-00309,Courtois,Raymond,M,1961-09-10,+33 4 65 96 93 83,barthelemymarcel@example.com,Cloud,Professeur,2017-12-25,Permanent
TEACH-00310,Techer,Bertrand,F,1963-10-25,07 93 08 90 44,suzannelevy@example.com,Data Science,Vacataire,2024-05-09,Vacataire
TEACH-00311,Besson,Frédérique,M,1974-11-09,+33 4 71 26 01 67,oliviermonique@example.org,Base de données,Maître Assistant,2015-02-14,Permanent
TEACH-00312,Dubois,Thibault,F,1971-05-24,+33 (0)3 85 00 26 31,peronphilippe@example.net,Cybersécurité,Maître Assistant,2025-06-05,Vacataire
TEACH-00313,Bodin,Paulette,M,1995-05-02,+33 4 80 42 19 48,germainjeannine@example.com,Cloud,Assistant,2009-01-25,Vacataire
TEACH-00314,Noël,Stéphane,M,1978-05-16,771234567,,IA,Professeur,2007-11-12,Vacataire
TEACH-00315,Goncalves,Roger,M,1990-12-21,+33 (0)4 81 81 65 60,jeanbousquet@example.org,Base de données,Vacataire,2015-06-25,Permanent
TEACH-00316,Teixeira,Honoré,M,1987-06-28,+33 1 83 42 89 10,valeriehernandez@example.org,IA,Professeur,2023-08-01,Vacataire
TEACH-00317,Simon,Claude,F,1991-03-03,03 81 31 53 94,fmace@example.org,Cloud,Professeur,2021-03-04,Permanent
TEACH-00318,Gautier,Patricia,F,1970-12-16,+33 2 52 08 03 16,camusjoseph@example.org,Data Science,Assistant,2007-06-17,Permanent
TEACH-00319,Techer,Marc,F,1995-05-09,+33 (0)3 22 16 76 43,edouardmercier@example.org,IA,Assistant,2025-05-19,Permanent
TEACH-00320,Torres,Nicolas,F,1978-06-07,+33 (0)5 61 60 99 28,christophedufour@example.com,Intelligence Artificielle,Vacataire,2009-11-06,Permanent
TEACH-00321,Mercier,Victor,M,1968-09-10,+33 (0)4 15 49 12 69,mathilde38@example.com,Cybersécurité,Vacataire,2007-05-18,Permanent
TEACH-00322,Alves,Adélaïde,F,1989-02-07,+33 4 66 29 30 41,peronanastasie@example.net,IA,Professeur,2016-11-26,Permanent
TEACH-00323,Rolland,Susan,F,1988-03-25,04 90 23 70 39,ebonnin@example.org,Intelligence Artificielle,Professeur,2021-03-18,Vacataire
TEACH-00324,Launay,Margot,M,1972-07-10,+33 1 70 43 27 14,michele62@example.org,Python,Professeur,2024-11-12,Permanent
TEACH-00325,Lenoir,Lucas,F,1979-01-17,+33 6 78 83 18 67,vincentetienne@example.org,Cybersécurité,Vacataire,2011-01-17,Permanent
TEACH-00326,Schneider,Hortense,M,1980-06-25,+33 6 69 65 07 78,texierjean@example.org,IA,Professeur,2014-11-15,Permanent
TEACH-00327,François,Simone,M,1997-03-31,03 89 80 34 23,idijoux@example.com,Base de données,Maître Assistant,2021-06-11,Permanent
TEACH-00328,Boulay,Laurence,F,1984-01-12,04 94 16 50 21,qdos-santos@example.org,Intelligence Artificielle,Maître Assistant,2022-03-01,Permanent
TEACH-00329,Aubert,Roland,M,1978-07-26,0564553650,wpierre@example.org,Cloud,Professeur,2022-03-30,Vacataire
TEACH-00330,Pierre,Patrick,M,1962-07-23,+33 3 29 06 12 87,paullouis@example.com,IA,Assistant,2023-06-17,Vacataire
TEACH-00331,Pires,Théophile,F,2001-01-03,+33 (0)4 99 53 76 70,aime53@example.net,Data Science,Assistant,2023-06-01,Permanent
TEACH-00332,Moreau,Céline,F,1990-09-15,03 79 30 65 53,hamelsuzanne@example.org,Intelligence Artificielle,Professeur,2016-04-12,Vacataire
TEACH-00333,Parent,Victoire,M,1985-11-09,02 77 36 96 04,vpages@example.com,Intelligence Artificielle,Assistant,2015-04-21,Permanent
TEACH-00334,Maillot,Bernard,F,1996-03-21,+33 3 26 13 41 83,suzannede-sousa@example.net,Intelligence Artificielle,Assistant,2011-01-01,Permanent
TEACH-00335,Aubry,Danielle,M,1987-08-17,0493475632,martine30@example.com,Cloud,Maître Assistant,2012-04-23,Vacataire
TEACH-00336,Ramos,Inès,F,1969-03-16,0156298039,suzanne61@example.org,Base de données,Assistant,2017-01-08,Permanent
TEACH-00337,Legrand,Julie,M,1978-02-02,04 57 35 00 57,cbernier@example.net,Cloud,Professeur,2008-09-13,Vacataire
TEACH-00338,Perrier,Emmanuelle,F,1998-08-17,04 79 67 66 79,eguibert@example.net,Cybersécurité,Maître Assistant,2018-06-06,Permanent
TEACH-00339,Dubois,Augustin,M,1994-06-15,+33 4 30 93 52 55,elefebvre@example.com,Base de données,Assistant,2015-09-01,Vacataire
TEACH-00340,Martel,Mathilde,F,1971-10-10,04 91 33 33 95,gerard89@example.org,Python,Assistant,2011-10-22,Vacataire
TEACH-00341,Maillard,Lucas,F,1999-09-21,01 64 34 41 25,victoire41@example.org,Data Science,Maître Assistant,2014-04-15,Permanent
TEACH-00342,Marion,Nicolas,F,1983-03-19,03 20 03 52 63,alphonse47@example.org,IA,Assistant,2024-11-09,Vacataire
TEACH-00343,Lucas,Noémi,M,1962-08-30,+33 4 38 20 19 37,henriette70@example.org,Data Science,Vacataire,2023-01-29,Permanent
TEACH-00344,Descamps,Margot,M,1984-05-24,77-123-45-67,,Data Science,Assistant?,2007-03-20,Vacataire
TEACH-00345,Fernandez,Marc,M,1984-08-20,+33 1 74 85 93 05,amelie78@example.org,Data Science,Vacataire,2019-10-19,Permanent
TEACH-00346,Rousseau,Odette,F,1980-09-09,+33 3 73 17 24 80,michel39@example.org,Cybersécurité,Maître Assistant,2024-05-21,Vacataire
TEACH-00347,Bonnet,Valentine,M,1995-05-20,04 30 20 99 70,celinabruneau@example.net,IA,Maître Assistant,2019-09-10,Vacataire
TEACH-00348,Carlier,Nath,F,1984-09-18,77-123-45-67,,Data Science,Professeur,2019-10-16,Vacataire
TEACH-00349,Petitjean,Arthur,F,1966-01-30,0484819115,jean70@example.org,IA,Professeur,2019-10-28,Permanent
TEACH-00350,Lefort,Margot,F,1980-06-27,01 78 53 87 14,margauxcharpentier@example.com,Python,Professeur,2011-04-27,Permanent
TEACH-00351,Daniel,Michel,F,1996-07-27,0272860514,roger99@example.com,IA,Maître Assistant,2019-10-27,Permanent
TEACH-00352,Marin,Henri,M,1993-09-17,+33 5 40 27 66 20,lbourgeois@example.org,IA,Professeur,2007-05-09,Permanent
TEACH-00353,Bodin,Sophie,F,1973-04-23,04 80 71 45 37,atanguy@example.com,Cloud,Maître Assistant,2025-04-15,Vacataire
TEACH-00354,Barre,René,F,1996-10-13,0325063130,benjamin25@example.org,Cloud,Assistant,2017-10-25,Permanent
TEACH-00355,Mahe,Jeannine,F,1990-02-07,01 39 70 76 29,timothee16@example.com,Python,Vacataire,2010-08-22,Vacataire
TEACH-00356,Adam,Auguste,F,1971-06-05,06 19 52 45 25,isabelle14@example.com,Cybersécurité,Assistant,2014-05-08,Vacataire
TEACH-00357,Lefebvre,Henri,M,1973-08-21,+33 5 63 72 23 75,robertgenevieve@example.com,IA,Vacataire,2015-03-14,Vacataire
TEACH-00358,Gonzalez,Gilles,M,1996-08-21,02 44 88 98 20,deschampsguillaume@example.org,Cloud,Vacataire,2020-02-28,Vacataire
TEACH-00359,Chauvin,Martine,F,1991-05-28,+33 (0)2 35 56 78 97,jerome70@example.com,IA,Assistant,2014-02-06,Permanent
